Период;ID должности;Табельный номер;Город;Должность;ФИО;Месяц;Регион;Федеральный округ;Месяцев_поиска
2023-05-01;1445;2646;Пушкин;эксперт по работе с партнерами;Иванов В.;2023-05;г. Санкт-Петербург;СЗФО;5
2023-01-01;1446;2647;Лесосибирск;главный персональный менеджер;Бобров Е.;2023-01;Красноярский край;СФО;1
2023-02-01;1446;2647;Лесосибирск;главный персональный менеджер;Бобров Е.;2023-02;Красноярский край;СФО;2
2023-03-01;1446;2647;Лесосибирск;главный персональный менеджер;Бобров Е.;2023-03;Красноярский край;СФО;3
2023-04-01;1446;2647;Лесосибирск;главный персональный менеджер;Бобров Е.;2023-04;Красноярский край;СФО;4
2023-05-01;1446;2647;Лесосибирск;главный персональный менеджер;Бобров Е.;2023-05;Красноярский край;СФО;5
2023-01-01;1447;2648;Ленск;главный клиентский менеджер розничного бизнеса;Иванов М.;2023-01;Респ. Саха /Якутия/;ДФО;1
2023-02-01;1447;2648;Ленск;главный клиентский менеджер розничного бизнеса;Иванов М.;2023-02;Респ. Саха /Якутия/;ДФО;2
2023-03-01;1447;2648;Ленск;главный клиентский менеджер розничного бизнеса;Иванов М.;2023-03;Респ. Саха /Якутия/;ДФО;3
2023-04-01;1447;2648;Ленск;главный клиентский менеджер розничного бизнеса;Иванов М.;2023-04;Респ. Саха /Якутия/;ДФО;4
2023-05-01;1447;2648;Ленск;главный клиентский менеджер розничного бизнеса;Иванов М.;2023-05;Респ. Саха /Якутия/;ДФО;5
2023-01-01;1448;2649;Алакуртти;главный клиентский менеджер розничного бизнеса;Корнеев С.;2023-01;Мурманская обл.;СЗФО;1
2023-02-01;1448;2649;Алакуртти;главный клиентский менеджер розничного бизнеса;Корнеев С.;2023-02;Мурманская обл.;СЗФО;2
2023-03-01;1448;2649;Алакуртти;главный клиентский менеджер розничного бизнеса;Корнеев С.;2023-03;Мурманская обл.;СЗФО;3
2023-04-01;1448;2649;Алакуртти;главный клиентский менеджер розничного бизнеса;Корнеев С.;2023-04;Мурманская обл.;СЗФО;4
2023-05-01;1448;2649;Алакуртти;главный клиентский менеджер розничного бизнеса;Корнеев С.;2023-05;Мурманская обл.;СЗФО;5
2023-01-01;1449;2650;Новый Уренгой;главный менеджер;Сергеев К.;2023-01;Ямало-Ненецкий АО;УФО;1
2023-02-01;1449;2650;Новый Уренгой;главный менеджер;Сергеев К.;2023-02;Ямало-Ненецкий АО;УФО;2
2023-03-01;1449;2650;Новый Уренгой;главный менеджер;Сергеев К.;2023-03;Ямало-Ненецкий АО;УФО;3
2023-04-01;1449;2650;Новый Уренгой;главный менеджер;Сергеев К.;2023-04;Ямало-Ненецкий АО;УФО;4
2023-05-01;1449;2650;Новый Уренгой;главный менеджер;Сергеев К.;2023-05;Ямало-Ненецкий АО;УФО;5
2023-01-01;1450;2651;Хабаровск;главный кредитный аналитик;Сергеев Е.;2023-01;Хабаровский край;ДФО;1
2023-02-01;1450;2651;Хабаровск;главный кредитный аналитик;Сергеев Е.;2023-02;Хабаровский край;ДФО;2
2023-03-01;1450;2651;Хабаровск;главный кредитный аналитик;Сергеев Е.;2023-03;Хабаровский край;ДФО;3
2023-04-01;1450;2651;Хабаровск;главный кредитный аналитик;Сергеев Е.;2023-04;Хабаровский край;ДФО;4
2023-05-01;1450;2651;Хабаровск;главный кредитный аналитик;Сергеев Е.;2023-05;Хабаровский край;ДФО;5
2023-01-01;1451;2652;Талица;клиентский менеджер;Петров Д.;2023-01;Свердловская обл.;УФО;1
2023-02-01;1451;2652;Талица;клиентский менеджер;Петров Д.;2023-02;Свердловская обл.;УФО;2
2023-03-01;1451;2652;Талица;клиентский менеджер;Петров Д.;2023-03;Свердловская обл.;УФО;3
2023-04-01;1451;2652;Талица;клиентский менеджер;Петров Д.;2023-04;Свердловская обл.;УФО;4
2023-05-01;1451;2652;Талица;клиентский менеджер;Петров Д.;2023-05;Свердловская обл.;УФО;5
2023-01-01;1452;2653;Муром;главный менеджер эквайринга;Иванов К.;2023-01;Владимирская обл.;ЦФО;1
2023-02-01;1452;2653;Муром;главный менеджер эквайринга;Иванов К.;2023-02;Владимирская обл.;ЦФО;2
2023-03-01;1452;2653;Муром;главный менеджер эквайринга;Иванов К.;2023-03;Владимирская обл.;ЦФО;3
2023-04-01;1452;2653;Муром;главный менеджер эквайринга;Иванов К.;2023-04;Владимирская обл.;ЦФО;4
2023-05-01;1452;2653;Муром;главный менеджер эквайринга;Иванов К.;2023-05;Владимирская обл.;ЦФО;5
2023-01-01;1453;2654;Иваново;заместитель управляющего операционным офисом;Корнеев Г.;2023-01;Ивановская обл.;ЦФО;1
2023-02-01;1453;2654;Иваново;заместитель управляющего операционным офисом;Корнеев Г.;2023-02;Ивановская обл.;ЦФО;2
2023-03-01;1453;2654;Иваново;заместитель управляющего операционным офисом;Корнеев Г.;2023-03;Ивановская обл.;ЦФО;3
2023-04-01;1453;2654;Иваново;заместитель управляющего операционным офисом;Корнеев Г.;2023-04;Ивановская обл.;ЦФО;4
2023-05-01;1453;2654;Иваново;заместитель управляющего операционным офисом;Корнеев Г.;2023-05;Ивановская обл.;ЦФО;5
2023-01-01;1454;2655;Михайловск;управляющий операционным офисом;Бобров М.;2023-01;Ставропольский край;СКФО;1
2023-02-01;1454;2655;Михайловск;управляющий операционным офисом;Бобров М.;2023-02;Ставропольский край;СКФО;2
2023-03-01;1454;2655;Михайловск;управляющий операционным офисом;Бобров М.;2023-03;Ставропольский край;СКФО;3
2023-04-01;1454;2655;Михайловск;управляющий операционным офисом;Бобров М.;2023-04;Ставропольский край;СКФО;4
2023-05-01;1454;2655;Михайловск;управляющий операционным офисом;Бобров М.;2023-05;Ставропольский край;СКФО;5
2023-01-01;1455;2656;Заполярный;начальник отдела;Сергеев С.;2023-01;Мурманская обл.;СЗФО;1
2023-02-01;1455;2656;Заполярный;начальник отдела;Сергеев С.;2023-02;Мурманская обл.;СЗФО;2
2023-03-01;1455;2656;Заполярный;начальник отдела;Сергеев С.;2023-03;Мурманская обл.;СЗФО;3
2023-04-01;1455;2656;Заполярный;начальник отдела;Сергеев С.;2023-04;Мурманская обл.;СЗФО;4
2023-05-01;1455;2656;Заполярный;начальник отдела;Сергеев С.;2023-05;Мурманская обл.;СЗФО;5
2023-01-01;1456;2657;Павлово;управляющий операционным офисом;Селезнев К.;2023-01;Нижегородская обл.;ПФО;1
2023-02-01;1456;2657;Павлово;управляющий операционным офисом;Селезнев К.;2023-02;Нижегородская обл.;ПФО;2
2023-03-01;1456;2657;Павлово;управляющий операционным офисом;Селезнев К.;2023-03;Нижегородская обл.;ПФО;3
2023-04-01;1456;2657;Павлово;управляющий операционным офисом;Селезнев К.;2023-04;Нижегородская обл.;ПФО;4
2023-05-01;1456;2657;Павлово;управляющий операционным офисом;Селезнев К.;2023-05;Нижегородская обл.;ПФО;5
2023-01-01;1457;2658;Бор;управляющий директор;Селезнев Я.;2023-01;Нижегородская обл.;ПФО;1
2023-02-01;1457;2658;Бор;управляющий директор;Селезнев Я.;2023-02;Нижегородская обл.;ПФО;2
2023-03-01;1457;2658;Бор;управляющий директор;Селезнев Я.;2023-03;Нижегородская обл.;ПФО;3
2023-04-01;1457;2658;Бор;управляющий директор;Селезнев Я.;2023-04;Нижегородская обл.;ПФО;4
2023-05-01;1457;2658;Бор;управляющий директор;Селезнев Я.;2023-05;Нижегородская обл.;ПФО;5
2023-01-01;1458;2659;Балахна;главный менеджер;Корнеев А.;2023-01;Нижегородская обл.;ПФО;1
2023-02-01;1458;2659;Балахна;главный менеджер;Корнеев А.;2023-02;Нижегородская обл.;ПФО;2
2023-03-01;1458;2659;Балахна;главный менеджер;Корнеев А.;2023-03;Нижегородская обл.;ПФО;3
2023-04-01;1458;2659;Балахна;главный менеджер;Корнеев А.;2023-04;Нижегородская обл.;ПФО;4
2023-05-01;1458;2659;Балахна;главный менеджер;Корнеев А.;2023-05;Нижегородская обл.;ПФО;5
2023-01-01;1459;2660;Орск;главный менеджер счета;Бобров К.;2023-01;Оренбургская обл.;ПФО;1
2023-02-01;1459;2660;Орск;главный менеджер счета;Бобров К.;2023-02;Оренбургская обл.;ПФО;2
2023-03-01;1459;2660;Орск;главный менеджер счета;Бобров К.;2023-03;Оренбургская обл.;ПФО;3
2023-04-01;1459;2660;Орск;главный менеджер счета;Бобров К.;2023-04;Оренбургская обл.;ПФО;4
2023-05-01;1459;2660;Орск;главный менеджер счета;Бобров К.;2023-05;Оренбургская обл.;ПФО;5
2023-01-01;1460;2661;Нижнекамск;директор;Корнеев Н.;2023-01;Респ. Татарстан;ПФО;1
2023-02-01;1460;2661;Нижнекамск;директор;Корнеев Н.;2023-02;Респ. Татарстан;ПФО;2
2023-03-01;1460;2661;Нижнекамск;директор;Корнеев Н.;2023-03;Респ. Татарстан;ПФО;3
2023-04-01;1460;2661;Нижнекамск;директор;Корнеев Н.;2023-04;Респ. Татарстан;ПФО;4
2023-05-01;1460;2661;Нижнекамск;директор;Корнеев Н.;2023-05;Респ. Татарстан;ПФО;5
2023-01-01;1461;2662;Бузулук;главный менеджер;Петров Р.;2023-01;Оренбургская обл.;ПФО;1
2023-02-01;1461;2662;Бузулук;главный менеджер;Петров Р.;2023-02;Оренбургская обл.;ПФО;2
2023-03-01;1461;2662;Бузулук;главный менеджер;Петров Р.;2023-03;Оренбургская обл.;ПФО;3
2023-04-01;1461;2662;Бузулук;главный менеджер;Петров Р.;2023-04;Оренбургская обл.;ПФО;4
2023-05-01;1461;2662;Бузулук;главный менеджер;Петров Р.;2023-05;Оренбургская обл.;ПФО;5
2023-01-01;1462;2663;Полярный;директор по работе с состоятельными клиентами;Сергеев Р.;2023-01;Мурманская обл.;СЗФО;1
2023-02-01;1462;2663;Полярный;директор по работе с состоятельными клиентами;Сергеев Р.;2023-02;Мурманская обл.;СЗФО;2
2023-03-01;1462;2663;Полярный;директор по работе с состоятельными клиентами;Сергеев Р.;2023-03;Мурманская обл.;СЗФО;3
2023-04-01;1462;2663;Полярный;директор по работе с состоятельными клиентами;Сергеев Р.;2023-04;Мурманская обл.;СЗФО;4
2023-05-01;1462;2663;Полярный;директор по работе с состоятельными клиентами;Сергеев Р.;2023-05;Мурманская обл.;СЗФО;5
2023-01-01;1463;2664;Бронницы;менеджер;Селезнев К.;2023-01;Московская обл.;ЦФО;1
2023-02-01;1463;2664;Бронницы;менеджер;Селезнев К.;2023-02;Московская обл.;ЦФО;2
2023-03-01;1463;2664;Бронницы;менеджер;Селезнев К.;2023-03;Московская обл.;ЦФО;3
2023-04-01;1463;2664;Бронницы;менеджер;Селезнев К.;2023-04;Московская обл.;ЦФО;4
2023-05-01;1463;2664;Бронницы;менеджер;Селезнев К.;2023-05;Московская обл.;ЦФО;5
2023-01-01;1464;2665;Татарск;старший кредитный аналитик;Петров К.;2023-01;Новосибирская обл.;СФО;1
2023-02-01;1464;2665;Татарск;старший кредитный аналитик;Петров К.;2023-02;Новосибирская обл.;СФО;2
2023-03-01;1464;2665;Татарск;старший кредитный аналитик;Петров К.;2023-03;Новосибирская обл.;СФО;3
2023-04-01;1464;2665;Татарск;старший кредитный аналитик;Петров К.;2023-04;Новосибирская обл.;СФО;4
2023-05-01;1464;2665;Татарск;старший кредитный аналитик;Петров К.;2023-05;Новосибирская обл.;СФО;5
2023-01-01;1465;2666;Тулун;менеджер;Петров Г.;2023-01;Иркутская обл.;СФО;1
2023-02-01;1465;2666;Тулун;менеджер;Петров Г.;2023-02;Иркутская обл.;СФО;2
2023-03-01;1465;2666;Тулун;менеджер;Петров Г.;2023-03;Иркутская обл.;СФО;3
2023-04-01;1465;2666;Тулун;менеджер;Петров Г.;2023-04;Иркутская обл.;СФО;4
2023-05-01;1465;2666;Тулун;менеджер;Петров Г.;2023-05;Иркутская обл.;СФО;5
2023-01-01;1466;2667;Шадринск;заместитель управляющего;Селезнев К.;2023-01;Курганская обл.;УФО;1
2023-02-01;1466;2667;Шадринск;заместитель управляющего;Селезнев К.;2023-02;Курганская обл.;УФО;2
2023-03-01;1466;2667;Шадринск;заместитель управляющего;Селезнев К.;2023-03;Курганская обл.;УФО;3
2023-04-01;1466;2667;Шадринск;заместитель управляющего;Селезнев К.;2023-04;Курганская обл.;УФО;4
2023-05-01;1466;2667;Шадринск;заместитель управляющего;Селезнев К.;2023-05;Курганская обл.;УФО;5
2023-01-01;1467;2668;Осинники;эксперт;Иванов В.;2023-01;Кемеровская область - Кузбасс;СФО;1
2023-02-01;1467;2668;Осинники;эксперт;Иванов В.;2023-02;Кемеровская область - Кузбасс;СФО;2
2023-03-01;1467;2668;Осинники;эксперт;Иванов В.;2023-03;Кемеровская область - Кузбасс;СФО;3
2023-04-01;1467;2668;Осинники;эксперт;Иванов В.;2023-04;Кемеровская область - Кузбасс;СФО;4
2023-05-01;1467;2668;Осинники;эксперт;Иванов В.;2023-05;Кемеровская область - Кузбасс;СФО;5
2023-01-01;1468;2669;Алексеевка;старший кредитный аналитик;Иванов П.;2023-01;Белгородская обл.;ЦФО;1
2023-02-01;1468;2669;Алексеевка;старший кредитный аналитик;Иванов П.;2023-02;Белгородская обл.;ЦФО;2
2023-03-01;1468;2669;Алексеевка;старший кредитный аналитик;Иванов П.;2023-03;Белгородская обл.;ЦФО;3
2023-04-01;1468;2669;Алексеевка;старший кредитный аналитик;Иванов П.;2023-04;Белгородская обл.;ЦФО;4
2023-05-01;1468;2669;Алексеевка;старший кредитный аналитик;Иванов П.;2023-05;Белгородская обл.;ЦФО;5
2023-01-01;1469;2670;Киров;главный персональный менеджер;Сергеев Т.;2023-01;Кировская обл.;ПФО;1
2023-02-01;1469;2670;Киров;главный персональный менеджер;Сергеев Т.;2023-02;Кировская обл.;ПФО;2
2023-03-01;1469;2670;Киров;главный персональный менеджер;Сергеев Т.;2023-03;Кировская обл.;ПФО;3
2023-04-01;1469;2670;Киров;главный персональный менеджер;Сергеев Т.;2023-04;Кировская обл.;ПФО;4
2023-05-01;1469;2670;Киров;главный персональный менеджер;Сергеев Т.;2023-05;Кировская обл.;ПФО;5
2023-01-01;1470;2671;Борисоглебск;управляющий директор;Корнеев З.;2023-01;Воронежская обл.;ЦФО;1
2023-02-01;1470;2671;Борисоглебск;управляющий директор;Корнеев З.;2023-02;Воронежская обл.;ЦФО;2
2023-03-01;1470;2671;Борисоглебск;управляющий директор;Корнеев З.;2023-03;Воронежская обл.;ЦФО;3
2023-04-01;1470;2671;Борисоглебск;управляющий директор;Корнеев З.;2023-04;Воронежская обл.;ЦФО;4
2023-05-01;1470;2671;Борисоглебск;управляющий директор;Корнеев З.;2023-05;Воронежская обл.;ЦФО;5
2023-01-01;1471;2672;Новоалтайск;ведущий специалист;Сергеев Н.;2023-01;Алтайский край;СФО;1
2023-02-01;1471;2672;Новоалтайск;ведущий специалист;Сергеев Н.;2023-02;Алтайский край;СФО;2
2023-03-01;1471;2672;Новоалтайск;ведущий специалист;Сергеев Н.;2023-03;Алтайский край;СФО;3
2023-04-01;1471;2672;Новоалтайск;ведущий специалист;Сергеев Н.;2023-04;Алтайский край;СФО;4
2023-05-01;1471;2672;Новоалтайск;ведущий специалист;Сергеев Н.;2023-05;Алтайский край;СФО;5
2023-01-01;1472;2673;Таксимо;старший кассир;Селезнев Н.;2023-01;Респ. Бурятия;ДФО;1
2023-02-01;1472;2673;Таксимо;старший кассир;Селезнев Н.;2023-02;Респ. Бурятия;ДФО;2
2023-03-01;1472;2673;Таксимо;старший кассир;Селезнев Н.;2023-03;Респ. Бурятия;ДФО;3
2023-04-01;1472;2673;Таксимо;старший кассир;Селезнев Н.;2023-04;Респ. Бурятия;ДФО;4
2023-05-01;1472;2673;Таксимо;старший кассир;Селезнев Н.;2023-05;Респ. Бурятия;ДФО;5
2023-01-01;1473;2674;Костомукша;старший кассир;Петров Б.;2023-01;Респ. Карелия;СЗФО;1
2023-02-01;1473;2674;Костомукша;старший кассир;Петров Б.;2023-02;Респ. Карелия;СЗФО;2
2023-03-01;1473;2674;Костомукша;старший кассир;Петров Б.;2023-03;Респ. Карелия;СЗФО;3
2023-04-01;1473;2674;Костомукша;старший кассир;Петров Б.;2023-04;Респ. Карелия;СЗФО;4
2023-05-01;1473;2674;Костомукша;старший кассир;Петров Б.;2023-05;Респ. Карелия;СЗФО;5
2023-01-01;1474;2675;Семенов;главный кредитный аналитик;Петров П.;2023-01;Нижегородская обл.;ПФО;1
2023-02-01;1474;2675;Семенов;главный кредитный аналитик;Петров П.;2023-02;Нижегородская обл.;ПФО;2
2023-03-01;1474;2675;Семенов;главный кредитный аналитик;Петров П.;2023-03;Нижегородская обл.;ПФО;3
2023-04-01;1474;2675;Семенов;главный кредитный аналитик;Петров П.;2023-04;Нижегородская обл.;ПФО;4
2023-05-01;1474;2675;Семенов;главный кредитный аналитик;Петров П.;2023-05;Нижегородская обл.;ПФО;5
2023-01-01;1475;2676;Киров;офис-менеджер;Селезнев П.;2023-01;Кировская обл.;ПФО;1
2023-02-01;1475;2676;Киров;офис-менеджер;Селезнев П.;2023-02;Кировская обл.;ПФО;2
2023-03-01;1475;2676;Киров;офис-менеджер;Селезнев П.;2023-03;Кировская обл.;ПФО;3
2023-04-01;1475;2676;Киров;офис-менеджер;Селезнев П.;2023-04;Кировская обл.;ПФО;4
2023-05-01;1475;2676;Киров;офис-менеджер;Селезнев П.;2023-05;Кировская обл.;ПФО;5
2023-01-01;1476;2677;Оленегорск;эксперт по работе с партнерами;Корнеев Ю.;2023-01;Мурманская обл.;СЗФО;1
2023-02-01;1476;2677;Оленегорск;эксперт по работе с партнерами;Корнеев Ю.;2023-02;Мурманская обл.;СЗФО;2
2023-03-01;1476;2677;Оленегорск;эксперт по работе с партнерами;Корнеев Ю.;2023-03;Мурманская обл.;СЗФО;3
2023-04-01;1476;2677;Оленегорск;эксперт по работе с партнерами;Корнеев Ю.;2023-04;Мурманская обл.;СЗФО;4
2023-05-01;1476;2677;Оленегорск;эксперт по работе с партнерами;Корнеев Ю.;2023-05;Мурманская обл.;СЗФО;5
2023-01-01;1477;2678;Ковров;руководитель группы;Селезнев Р.;2023-01;Владимирская обл.;ЦФО;1
2023-02-01;1477;2678;Ковров;руководитель группы;Селезнев Р.;2023-02;Владимирская обл.;ЦФО;2
2023-03-01;1477;2678;Ковров;руководитель группы;Селезнев Р.;2023-03;Владимирская обл.;ЦФО;3
2023-04-01;1477;2678;Ковров;руководитель группы;Селезнев Р.;2023-04;Владимирская обл.;ЦФО;4
2023-05-01;1477;2678;Ковров;руководитель группы;Селезнев Р.;2023-05;Владимирская обл.;ЦФО;5
2023-01-01;1478;2679;Таштагол;младший специалист;Сергеев Р.;2023-01;Кемеровская область - Кузбасс;СФО;1
2023-02-01;1478;2679;Таштагол;младший специалист;Сергеев Р.;2023-02;Кемеровская область - Кузбасс;СФО;2
2023-03-01;1478;2679;Таштагол;младший специалист;Сергеев Р.;2023-03;Кемеровская область - Кузбасс;СФО;3
2023-04-01;1478;2679;Таштагол;младший специалист;Сергеев Р.;2023-04;Кемеровская область - Кузбасс;СФО;4
2023-05-01;1478;2679;Таштагол;младший специалист;Сергеев Р.;2023-05;Кемеровская область - Кузбасс;СФО;5
2023-01-01;1479;2680;Бердск;главный менеджер по привлечению корпоративных клиентов;Иванов А.;2023-01;Новосибирская обл.;СФО;1
2023-02-01;1479;2680;Бердск;главный менеджер по привлечению корпоративных клиентов;Иванов А.;2023-02;Новосибирская обл.;СФО;2
2023-03-01;1479;2680;Бердск;главный менеджер по привлечению корпоративных клиентов;Иванов А.;2023-03;Новосибирская обл.;СФО;3
2023-04-01;1479;2680;Бердск;главный менеджер по привлечению корпоративных клиентов;Иванов А.;2023-04;Новосибирская обл.;СФО;4
2023-05-01;1479;2680;Бердск;главный менеджер по привлечению корпоративных клиентов;Иванов А.;2023-05;Новосибирская обл.;СФО;5
2023-01-01;1480;2681;Ессентуки;офис-менеджер;Бобров А.;2023-01;Ставропольский край;СКФО;1
2023-02-01;1480;2681;Ессентуки;офис-менеджер;Бобров А.;2023-02;Ставропольский край;СКФО;2
2023-03-01;1480;2681;Ессентуки;офис-менеджер;Бобров А.;2023-03;Ставропольский край;СКФО;3
2023-04-01;1480;2681;Ессентуки;офис-менеджер;Бобров А.;2023-04;Ставропольский край;СКФО;4
2023-05-01;1480;2681;Ессентуки;офис-менеджер;Бобров А.;2023-05;Ставропольский край;СКФО;5
2023-01-01;1481;2682;Отрадный;старший кассир;Корнеев Ю.;2023-01;Самарская обл.;ПФО;1
2023-02-01;1481;2682;Отрадный;старший кассир;Корнеев Ю.;2023-02;Самарская обл.;ПФО;2
2023-03-01;1481;2682;Отрадный;старший кассир;Корнеев Ю.;2023-03;Самарская обл.;ПФО;3
2023-04-01;1481;2682;Отрадный;старший кассир;Корнеев Ю.;2023-04;Самарская обл.;ПФО;4
2023-05-01;1481;2682;Отрадный;старший кассир;Корнеев Ю.;2023-05;Самарская обл.;ПФО;5
2023-01-01;1482;2683;Петропавловск-Камчатский;старший кассир;Бобров П.;2023-01;Камчатский край;ДФО;1
2023-02-01;1482;2683;Петропавловск-Камчатский;старший кассир;Бобров П.;2023-02;Камчатский край;ДФО;2
2023-03-01;1482;2683;Петропавловск-Камчатский;старший кассир;Бобров П.;2023-03;Камчатский край;ДФО;3
2023-04-01;1482;2683;Петропавловск-Камчатский;старший кассир;Бобров П.;2023-04;Камчатский край;ДФО;4
2023-05-01;1482;2683;Петропавловск-Камчатский;старший кассир;Бобров П.;2023-05;Камчатский край;ДФО;5
2023-01-01;1483;2684;Новоалтайск;клиентский менеджер;Иванов Е.;2023-01;Алтайский край;СФО;1
2023-02-01;1483;2684;Новоалтайск;клиентский менеджер;Иванов Е.;2023-02;Алтайский край;СФО;2
2023-03-01;1483;2684;Новоалтайск;клиентский менеджер;Иванов Е.;2023-03;Алтайский край;СФО;3
2023-04-01;1483;2684;Новоалтайск;клиентский менеджер;Иванов Е.;2023-04;Алтайский край;СФО;4
2023-05-01;1483;2684;Новоалтайск;клиентский менеджер;Иванов Е.;2023-05;Алтайский край;СФО;5
2023-01-01;1484;2685;Иваново;офис-менеджер;Иванов З.;2023-01;Ивановская обл.;ЦФО;1
2023-02-01;1484;2685;Иваново;офис-менеджер;Иванов З.;2023-02;Ивановская обл.;ЦФО;2
2023-03-01;1484;2685;Иваново;офис-менеджер;Иванов З.;2023-03;Ивановская обл.;ЦФО;3
2023-04-01;1484;2685;Иваново;офис-менеджер;Иванов З.;2023-04;Ивановская обл.;ЦФО;4
2023-05-01;1484;2685;Иваново;офис-менеджер;Иванов З.;2023-05;Ивановская обл.;ЦФО;5
2023-01-01;1485;2686;Чебоксары;начальник отдела;Петров Р.;2023-01;Чувашская Республика;ПФО;1
2023-02-01;1485;2686;Чебоксары;начальник отдела;Петров Р.;2023-02;Чувашская Республика;ПФО;2
2023-03-01;1485;2686;Чебоксары;начальник отдела;Петров Р.;2023-03;Чувашская Республика;ПФО;3
2023-04-01;1485;2686;Чебоксары;начальник отдела;Петров Р.;2023-04;Чувашская Республика;ПФО;4
2023-05-01;1485;2686;Чебоксары;начальник отдела;Петров Р.;2023-05;Чувашская Республика;ПФО;5
2023-01-01;1486;2687;Канаш;клиентский менеджер;Корнеев Ю.;2023-01;Чувашская Республика;ПФО;1
2023-02-01;1486;2687;Канаш;клиентский менеджер;Корнеев Ю.;2023-02;Чувашская Республика;ПФО;2
2023-03-01;1486;2687;Канаш;клиентский менеджер;Корнеев Ю.;2023-03;Чувашская Республика;ПФО;3
2023-04-01;1486;2687;Канаш;клиентский менеджер;Корнеев Ю.;2023-04;Чувашская Республика;ПФО;4
2023-05-01;1486;2687;Канаш;клиентский менеджер;Корнеев Ю.;2023-05;Чувашская Республика;ПФО;5
2023-01-01;1487;2688;Губкин;управляющий директор - начальник отдела;Корнеев Б.;2023-01;Белгородская обл.;ЦФО;1
2023-02-01;1487;2688;Губкин;управляющий директор - начальник отдела;Корнеев Б.;2023-02;Белгородская обл.;ЦФО;2
2023-03-01;1487;2688;Губкин;управляющий директор - начальник отдела;Корнеев Б.;2023-03;Белгородская обл.;ЦФО;3
2023-04-01;1487;2688;Губкин;управляющий директор - начальник отдела;Корнеев Б.;2023-04;Белгородская обл.;ЦФО;4
2023-05-01;1487;2688;Губкин;управляющий директор - начальник отдела;Корнеев Б.;2023-05;Белгородская обл.;ЦФО;5
2023-01-01;1488;2689;Советск;директор по работе с состоятельными клиентами;Бобров А.;2023-01;Калининградская обл.;СЗФО;1
2023-02-01;1488;2689;Советск;директор по работе с состоятельными клиентами;Бобров А.;2023-02;Калининградская обл.;СЗФО;2
2023-03-01;1488;2689;Советск;директор по работе с состоятельными клиентами;Бобров А.;2023-03;Калининградская обл.;СЗФО;3
2023-04-01;1488;2689;Советск;директор по работе с состоятельными клиентами;Бобров А.;2023-04;Калининградская обл.;СЗФО;4
2023-05-01;1488;2689;Советск;директор по работе с состоятельными клиентами;Бобров А.;2023-05;Калининградская обл.;СЗФО;5
2023-01-01;1489;2690;Коломна;директор по работе с крупными клиентами;Селезнев З.;2023-01;Московская обл.;ЦФО;1
2023-02-01;1489;2690;Коломна;директор по работе с крупными клиентами;Селезнев З.;2023-02;Московская обл.;ЦФО;2
2023-03-01;1489;2690;Коломна;директор по работе с крупными клиентами;Селезнев З.;2023-03;Московская обл.;ЦФО;3
2023-04-01;1489;2690;Коломна;директор по работе с крупными клиентами;Селезнев З.;2023-04;Московская обл.;ЦФО;4
2023-05-01;1489;2690;Коломна;директор по работе с крупными клиентами;Селезнев З.;2023-05;Московская обл.;ЦФО;5
2023-01-01;1490;2691;Советская Гавань;заместитель управляющего;Селезнев К.;2023-01;Хабаровский край;ДФО;1
2023-02-01;1490;2691;Советская Гавань;заместитель управляющего;Селезнев К.;2023-02;Хабаровский край;ДФО;2
2023-03-01;1490;2691;Советская Гавань;заместитель управляющего;Селезнев К.;2023-03;Хабаровский край;ДФО;3
2023-04-01;1490;2691;Советская Гавань;заместитель управляющего;Селезнев К.;2023-04;Хабаровский край;ДФО;4
2023-05-01;1490;2691;Советская Гавань;заместитель управляющего;Селезнев К.;2023-05;Хабаровский край;ДФО;5
2023-01-01;1491;2692;Павлово;заместитель управляющего;Корнеев К.;2023-01;Нижегородская обл.;ПФО;1
2023-02-01;1491;2692;Павлово;заместитель управляющего;Корнеев К.;2023-02;Нижегородская обл.;ПФО;2
2023-03-01;1491;2692;Павлово;заместитель управляющего;Корнеев К.;2023-03;Нижегородская обл.;ПФО;3
2023-04-01;1491;2692;Павлово;заместитель управляющего;Корнеев К.;2023-04;Нижегородская обл.;ПФО;4
2023-05-01;1491;2692;Павлово;заместитель управляющего;Корнеев К.;2023-05;Нижегородская обл.;ПФО;5
2023-01-01;1492;2693;Чебоксары;старший кредитный аналитик;Бобров Н.;2023-01;Чувашская Республика;ПФО;1
2023-02-01;1492;2693;Чебоксары;старший кредитный аналитик;Бобров Н.;2023-02;Чувашская Республика;ПФО;2
2023-03-01;1492;2693;Чебоксары;старший кредитный аналитик;Бобров Н.;2023-03;Чувашская Республика;ПФО;3
2023-04-01;1492;2693;Чебоксары;старший кредитный аналитик;Бобров Н.;2023-04;Чувашская Республика;ПФО;4
2023-05-01;1492;2693;Чебоксары;старший кредитный аналитик;Бобров Н.;2023-05;Чувашская Республика;ПФО;5
2023-01-01;1493;2694;Партизанск;главный кредитный аналитик;Петров Р.;2023-01;Приморский край;ДФО;1
2023-02-01;1493;2694;Партизанск;главный кредитный аналитик;Петров Р.;2023-02;Приморский край;ДФО;2
2023-03-01;1493;2694;Партизанск;главный кредитный аналитик;Петров Р.;2023-03;Приморский край;ДФО;3
2023-04-01;1493;2694;Партизанск;главный кредитный аналитик;Петров Р.;2023-04;Приморский край;ДФО;4
